Date,Open,High,Low,Close,Adj Close,Volume
2004-04-19,0.502143,0.513393,0.496964,0.506250,0.428010,712353600
2004-04-20,0.503750,0.507321,0.492143,0.495179,0.418650,354519200
2004-04-21,0.492857,0.502143,0.488750,0.495179,0.418650,325875200
2004-04-22,0.492143,0.503214,0.484107,0.496071,0.419405,344584800
2004-04-23,0.494643,0.500000,0.483036,0.494643,0.418197,315828800
2004-04-26,0.492500,0.493571,0.482143,0.484464,0.409591,231128800
2004-04-27,0.486429,0.490000,0.476607,0.481071,0.406723,283864000
2004-04-28,0.478929,0.482321,0.470357,0.472321,0.399325,231168000
2004-04-29,0.472321,0.482143,0.463929,0.478036,0.404157,460790400
2004-04-30,0.476964,0.481429,0.455179,0.460357,0.389210,466502400
2004-05-03,0.464286,0.470179,0.459643,0.465536,0.393589,297634400
2004-05-04,0.463750,0.474107,0.455357,0.466786,0.394646,279983200
2004-05-05,0.467857,0.477679,0.463571,0.475893,0.402345,238106400
2004-05-06,0.471429,0.477679,0.462500,0.474643,0.401288,263558400
2004-05-07,0.474107,0.492321,0.474107,0.476250,0.402647,419036800
2004-05-10,0.469107,0.475000,0.463214,0.469286,0.396759,249978400
2004-05-11,0.471429,0.485536,0.471429,0.484643,0.409743,305172000
2004-05-12,0.478393,0.488214,0.468571,0.487500,0.412158,245420000
2004-05-13,0.483929,0.495000,0.480357,0.485536,0.410498,229852000
2004-05-14,0.486607,0.487857,0.472321,0.483214,0.408535,257801600
2004-05-17,0.476786,0.483214,0.470714,0.475714,0.402194,300445600
2004-05-18,0.481607,0.487321,0.478571,0.483214,0.408535,206063200
2004-05-19,0.489286,0.491071,0.471786,0.472679,0.399628,375592000
2004-05-20,0.475536,0.482143,0.472679,0.476964,0.403251,196296800
2004-05-21,0.480357,0.485714,0.477321,0.484107,0.409290,179894400
2004-06-23,0.589286,0.604107,0.587321,0.601786,0.508781,390868800
2004-06-24,0.598393,0.601786,0.588929,0.592500,0.500930,252515200
2004-06-25,0.590536,0.601786,0.589286,0.601786,0.508781,323428000
2004-06-28,0.610357,0.610536,0.575179,0.580179,0.490514,521096800
2004-06-29,0.572679,0.589107,0.560893,0.580357,0.490664,590553600
2004-06-30,0.581429,0.588750,0.569464,0.581071,0.491268,373044000
2004-07-01,0.573214,0.580000,0.569643,0.576786,0.487645,341941600
2004-07-02,0.544286,0.556786,0.530893,0.555000,0.469226,910683200
2004-07-06,0.558393,0.561071,0.550000,0.552679,0.467264,348980800
2004-07-07,0.550893,0.560000,0.538036,0.542679,0.458809,397992000
2004-07-08,0.538036,0.547857,0.534821,0.538214,0.455035,233380000
2004-07-09,0.540536,0.544643,0.536250,0.536250,0.453374,208863200
